Register_Number,Department,Program,Program_Full_Name,Program_Level,Year_of_Study,Semester,Academic_Year,Subject,Marks_100,Grade,Attendance_Percent,Result,Subject_Avg_Marks,Marks_vs_SubjectAvg
2549031,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,71.4,A,67.2,Pass,58.9,12.5
2549032,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,84.1,A+,67.2,Pass,58.9,25.2
2549033,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,83.7,A+,84.5,Pass,58.9,24.8
2549034,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,33.5,F,82.7,Fail,58.9,-25.4
2549035,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,35.2,F,67.4,Fail,58.9,-23.7
2549036,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,51,B,76.4,Pass,58.9,-7.9
2549037,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,51.7,B,82,Pass,58.9,-7.2
2549038,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,93.4,O,98,Pass,58.9,34.5
2549039,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,72,A,78.7,Pass,58.9,13.1
2549040,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,72.9,A,63.3,Pass,58.9,14
2549041,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,88.5,A+,67,Pass,58.9,29.6
2549042,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,65.7,B+,79.1,Pass,58.9,6.8
2549043,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,57.9,B,62.9,Pass,58.9,-1
2549044,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,84.5,A+,64,Pass,58.9,25.6
2549045,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,44.1,C,62.2,Pass,58.9,-14.8
2549046,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,70.2,A,94.7,Pass,58.9,11.3
2549047,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,74.3,A,89.8,Pass,58.9,15.4
2549048,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,65.3,B+,63.9,Pass,58.9,6.4
2549049,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,67.5,B+,92.7,Pass,58.9,8.6
2549050,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,53.9,B,86.8,Pass,58.9,-5
2549051,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,62.1,B+,65.9,Pass,58.9,3.2
2549052,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,85.5,A+,86.3,Pass,58.9,26.6
2549053,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,31,F,83,Fail,58.9,-27.9
2549054,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,29.4,F,73,Fail,58.9,-29.5
2549055,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Quantum Mechanics II,66.7,B+,70.2,Pass,58.9,7.8
2448001,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,55.6,B,85.2,Pass,59.8,-4.2
2448002,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,62.5,B+,62.3,Pass,59.8,2.7
2448003,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,28.4,F,91.7,Fail,59.8,-31.4
2448004,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,30.6,F,89.1,Fail,59.8,-29.2
2448005,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,81.6,A+,89.2,Pass,59.8,21.8
2448006,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,44.1,C,70.3,Pass,59.8,-15.7
2448007,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,70.9,A,96.8,Pass,59.8,11.1
2448008,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,77.3,A,85.9,Pass,59.8,17.5
2448009,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,91.2,O,72,Pass,59.8,31.4
2448010,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,52.7,B,65.5,Pass,59.8,-7.1
2448011,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,35.3,F,92,Fail,59.8,-24.5
2448012,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,79.5,A,91.7,Pass,59.8,19.7
2448013,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,93.6,O,72.4,Pass,59.8,33.8
2448014,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,64.6,B+,93.3,Pass,59.8,4.8
2448015,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,28.3,F,93.6,Fail,59.8,-31.5
2448016,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,92.2,O,79.2,Pass,59.8,32.4
2448017,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,75.4,A,68.4,Pass,59.8,15.6
2448018,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,29.7,F,84.5,Fail,59.8,-30.1
2448019,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,64.1,B+,70.3,Pass,59.8,4.3
2448020,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,78.5,A,89.4,Pass,59.8,18.7
2448021,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,41,C,77.1,Pass,59.8,-18.8
2448022,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,38.9,F,87.4,Fail,59.8,-20.9
2448023,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,94.9,O,67.4,Pass,59.8,35.1
2448024,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,30.3,F,88.6,Fail,59.8,-29.5
2448025,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,55.5,B,90.8,Pass,59.8,-4.3
2448026,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,87.8,A+,95.4,Pass,59.8,28
2448027,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,34.7,F,87.3,Fail,59.8,-25.1
2448028,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,55.8,B,90.5,Pass,59.8,-4
2448029,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,30.6,F,96.3,Fail,59.8,-29.2
2448030,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,76.8,A,66.3,Pass,59.8,17
2448031,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,54.7,B,84.9,Pass,59.8,-5.1
2448032,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,56.6,B,64.8,Pass,59.8,-3.2
2448033,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,82.5,A+,73.7,Pass,59.8,22.7
2448034,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,43.4,C,68.3,Pass,59.8,-16.4
2448035,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,36.5,F,73.8,Fail,59.8,-23.3
2448036,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,28.2,F,73.8,Fail,59.8,-31.6
2448037,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,52.6,B,71,Pass,59.8,-7.2
2448038,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,15.3,F,93.3,Fail,59.8,-44.5
2448039,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,51.6,B,97.1,Pass,59.8,-8.2
2448040,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,88.8,A+,95.3,Pass,59.8,29
2448041,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,65.7,B+,92.7,Pass,59.8,5.9
2448042,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,61.9,B+,69.1,Pass,59.8,2.1
2448043,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,53.5,B,93.7,Pass,59.8,-6.3
2448044,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,50.5,B,97.5,Pass,59.8,-9.3
2448045,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,86.6,A+,79.9,Pass,59.8,26.8
2448046,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,84.2,A+,78.5,Pass,59.8,24.4
2448047,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,81.9,A+,92.3,Pass,59.8,22.1
2448048,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,88.2,A+,72.4,Pass,59.8,28.4
2448049,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,89.9,A+,61.9,Pass,59.8,30.1
2448050,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,59.1,B,84.1,Pass,59.8,-0.7
2448051,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,81.5,A+,64,Pass,59.8,21.7
2448052,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,31.7,F,70.1,Fail,59.8,-28.1
2448053,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,68.3,B+,61.5,Pass,59.8,8.5
2448054,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,31.4,F,98.3,Fail,59.8,-28.4
2448055,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,44.5,C,64.7,Pass,59.8,-15.3
2448056,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,70.7,A,67.3,Pass,59.8,10.9
2448057,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,22.5,F,78,Fail,59.8,-37.3
2448058,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,74,A,88.4,Pass,59.8,14.2
2448059,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Real Analysis,92.3,O,91.1,Pass,59.8,32.5
2449001,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,82.1,A+,90.2,Pass,61.4,20.7
2449002,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,51.8,B,71.9,Pass,61.4,-9.6
2449003,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,44,C,72.6,Pass,61.4,-17.4
2449004,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,32.5,F,77.7,Fail,61.4,-28.9
2449005,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,33.4,F,81.5,Fail,61.4,-28
2449006,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,89.1,A+,73.9,Pass,61.4,27.7
2449007,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,69,B+,70.5,Pass,61.4,7.6
2449008,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,87.5,A+,88.6,Pass,61.4,26.1
2449009,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,50.2,B,80.9,Pass,61.4,-11.2
2449010,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,50.7,B,86.5,Pass,61.4,-10.7
2449011,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,31.8,F,78.1,Fail,61.4,-29.6
2449012,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,83.4,A+,63.6,Pass,61.4,22
2449013,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,45.5,C,81.6,Pass,61.4,-15.9
2449014,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,63.6,B+,72.1,Pass,61.4,2.2
2449015,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,79.4,A,85.6,Pass,61.4,18
2449016,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,52.9,B,62.3,Pass,61.4,-8.5
2449017,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,61.9,B+,95.9,Pass,61.4,0.5
2449018,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,32.4,F,77.9,Fail,61.4,-29
2449019,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,70.6,A,62.3,Pass,61.4,9.2
2449020,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,48.3,C,76.9,Pass,61.4,-13.1
2449021,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,84,A+,66.1,Pass,61.4,22.6
2449022,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,67.4,B+,94.7,Pass,61.4,6
2449023,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,95.6,O,74.1,Pass,61.4,34.2
2449024,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,34.6,F,98,Fail,61.4,-26.8
2449025,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,30.2,F,73.2,Fail,61.4,-31.2
2449026,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,29.4,F,61.5,Fail,61.4,-32
2449027,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,74.6,A,64.7,Pass,61.4,13.2
2449028,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,42.6,C,64.4,Pass,61.4,-18.8
2449029,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,55.8,B,70.6,Pass,61.4,-5.6
2449030,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,87.4,A+,85.5,Pass,61.4,26
2449031,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,37.7,F,76.3,Fail,61.4,-23.7
2449032,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,41.5,C,96.1,Pass,61.4,-19.9
2449033,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,65.3,B+,95.4,Pass,61.4,3.9
2449034,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,70.8,A,93.3,Pass,61.4,9.4
2449035,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,70.8,A,75.3,Pass,61.4,9.4
2449036,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,60.4,B+,70.3,Pass,61.4,-1
2449037,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,39.7,F,80.6,Fail,61.4,-21.7
2449038,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,84.6,A+,92.3,Pass,61.4,23.2
2449039,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,58.8,B,69.8,Pass,61.4,-2.6
2449040,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,38.2,F,87.1,Fail,61.4,-23.2
2449041,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,19.3,F,69.3,Fail,61.4,-42.1
2449042,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,86.4,A+,72.6,Pass,61.4,25
2449043,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,48.1,C,84.1,Pass,61.4,-13.3
2449044,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,94.1,O,73.7,Pass,61.4,32.7
2449045,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,61.8,B+,72.8,Pass,61.4,0.4
2449046,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,88.5,A+,78,Pass,61.4,27.1
2449047,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,65.7,B+,92.2,Pass,61.4,4.3
2449048,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,79.2,A,68.6,Pass,61.4,17.8
2449049,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,95.9,O,87.7,Pass,61.4,34.5
2449050,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,89.1,C,73,Pass,61.4,27.7
2449051,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,86.3,A+,79.9,Pass,61.4,24.9
2449052,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,82.5,A+,74.6,Pass,61.4,21.1
2449053,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,50,B,62,Pass,61.4,-11.4
2449054,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,58.3,B,87.7,Pass,61.4,-3.1
2449055,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Research Methodology,40.3,C,84.9,Pass,61.4,-21.1
2347001,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,31.4,F,69.3,Fail,59.7,-28.3
2347002,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,29.2,F,79.5,Fail,59.7,-30.5
2347003,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,83.7,A+,78.5,Pass,59.7,24
2347004,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,84.6,A+,86.8,Pass,59.7,24.9
2347005,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,39.1,F,62.8,Fail,59.7,-20.6
2347006,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,38.7,F,69.4,Fail,59.7,-21
2347007,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,24.2,F,69.5,Fail,59.7,-35.5
2347008,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,15.5,F,60.2,Fail,59.7,-44.2
2347009,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,87.8,A+,89.3,Pass,59.7,28.1
2347010,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,88.7,A+,85.1,Pass,59.7,29
2347011,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,84.2,A+,79.7,Pass,59.7,24.5
2347012,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,35.1,F,61.2,Fail,59.7,-24.6
2347013,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,78.9,A,79.1,Pass,59.7,19.2
2347014,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,77.6,A,69.8,Pass,59.7,17.9
2347015,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,70,A,78.7,Pass,59.7,10.3
2347016,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,46.3,C,71.9,Pass,59.7,-13.4
2347017,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,88.8,A+,78.1,Pass,59.7,29.1
2347018,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,46.3,C,92,Pass,59.7,-13.4
2347019,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Solid State Physics,83.8,A+,80.4,Pass,59.7,24.1
2549001,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,63.5,B+,64.2,Pass,56,7.5
2549002,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,39.5,F,72.6,Fail,56,-16.5
2549003,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,67.6,B+,77.5,Pass,56,11.6
2549004,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,83.5,A+,93.3,Pass,56,27.5
2549005,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,43.1,C,69.5,Pass,56,-12.9
2549006,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,94.1,O,66.8,Pass,56,38.1
2549007,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,84.2,A+,75.7,Pass,56,28.2
2549008,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,38.6,F,61.4,Fail,56,-17.4
2549009,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,38.8,F,77.3,Fail,56,-17.2
2549010,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,58.8,B,97.1,Pass,56,2.8
2549011,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,42.5,C,74.4,Pass,56,-13.5
2549012,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,66.6,B+,90.1,Pass,56,10.6
2549013,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,66.2,B+,72.5,Pass,56,10.2
2549014,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,47.2,C,68.8,Pass,56,-8.8
2549015,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,73.1,A,65.2,Pass,56,17.1
2549016,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,40.4,C,93,Pass,56,-15.6
2549017,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,22.5,F,66.3,Fail,56,-33.5
2549018,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,74.5,A,87.9,Pass,56,18.5
2549019,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,31.2,F,61.7,Fail,56,-24.8
2549020,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,54.8,B,89.2,Pass,56,-1.2
2549021,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,78.2,A,76.5,Pass,56,22.2
2549022,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,36.7,F,76.7,Fail,56,-19.3
2549023,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,65,B+,81.3,Pass,56,9
2549024,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,73.6,A,72.1,Pass,56,17.6
2549025,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,37.6,F,73.7,Fail,56,-18.4
2549026,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,59.4,B,66.6,Pass,56,3.4
2549027,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,41.4,C,68.1,Pass,56,-14.6
2549028,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,95.5,O,74.2,Pass,56,39.5
2549029,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,40.9,C,64.2,Pass,56,-15.1
2549030,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,44.7,C,96.5,Pass,56,-11.3
2549031,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,91,O,67.2,Pass,56,35
2549032,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,53.1,B,67.2,Pass,56,-2.9
2549033,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,89.6,A+,84.5,Pass,56,33.6
2549034,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,39.1,F,82.7,Fail,56,-16.9
2549035,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,86.2,A+,67.4,Pass,56,30.2
2549036,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,73.3,A,76.4,Pass,56,17.3
2549037,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,33.8,F,82,Fail,56,-22.2
2549038,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,31.2,F,98,Fail,56,-24.8
2549039,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,51.4,B,78.7,Pass,56,-4.6
2549040,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,67.5,B+,63.3,Pass,56,11.5
2549041,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,35.6,F,67,Fail,56,-20.4
2549042,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,66.9,B+,79.1,Pass,56,10.9
2549043,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,65.4,B+,62.9,Pass,56,9.4
2549044,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,39.6,F,64,Fail,56,-16.4
2549045,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,29,F,62.2,Fail,56,-27
2549046,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,66.3,B+,94.7,Pass,56,10.3
2549047,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,36.3,F,89.8,Fail,56,-19.7
2549048,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,35.7,F,63.9,Fail,56,-20.3
2549049,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,29.4,F,92.7,Fail,56,-26.6
2549050,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,87.5,A+,86.8,Pass,56,31.5
2549051,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,19.4,F,65.9,Fail,56,-36.6
2549052,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,87.4,A+,66.2,Pass,56,31.4
2549053,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,52.5,B,83,Pass,56,-3.5
